Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,CouncilArea,Regionname,Price_per_Room,Room_to_Bathroom_Ratio,Property_Age
3,0,635000.0,22.7,3.0,1.0,4.0,585.0,131.0,1970.0,-37.97267,145.18262,11806.0,9,4,211666.66666666666,1.5,54.0
1,0,1000000.0,1.8,1.0,1.0,0.0,133.0,131.0,1970.0,-37.80131,144.94753,6821.0,18,2,1000000.0,0.5,54.0
1,1,780000.0,1.8,1.0,1.0,0.0,37.0,131.0,1970.0,-37.80376,144.95379,6821.0,18,2,780000.0,0.5,54.0
2,2,550000.0,1.8,2.0,1.0,1.0,0.0,131.0,1970.0,-37.80298,144.9568,6821.0,18,2,275000.0,1.0,54.0
2,0,1001000.0,5.3,2.0,1.0,0.0,166.0,131.0,1970.0,-37.7702,144.99987,11364.0,6,2,500500.0,1.0,54.0
2,0,905000.0,5.3,2.0,1.0,0.0,114.0,131.0,1970.0,-37.78024,144.99289,11364.0,6,2,452500.0,1.0,54.0
3,0,1305000.0,5.3,3.0,1.0,0.0,375.0,131.0,1999.0,-37.76397,144.99481,11364.0,6,2,435000.0,1.5,25.0
3,0,1516000.0,5.3,3.0,1.0,2.0,504.0,131.0,1970.0,-37.77358,145.01286,11364.0,6,2,505333.3333333333,1.5,54.0
2,2,503000.0,5.3,2.0,1.0,1.0,0.0,131.0,1970.0,-37.76926,144.99157,11364.0,6,2,251500.0,1.0,54.0
2,2,555000.0,5.3,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,11364.0,6,2,277500.0,1.0,54.0
3,2,840000.0,16.7,3.0,1.0,1.0,390.0,118.0,1970.0,-37.90354,145.14394,902.0,21,5,280000.0,1.5,54.0
4,0,1430000.0,15.4,4.0,3.0,2.0,616.0,212.0,1970.0,-37.8124,145.18411,4973.0,15,0,357500.0,1.0,54.0
3,0,913000.0,15.4,3.0,2.0,1.0,431.0,131.0,1970.0,-37.81206,145.18127,4973.0,15,0,304333.3333333333,1.0,54.0
5,0,1060000.0,15.4,5.0,3.0,2.0,766.0,274.0,1970.0,-37.81113,145.17681,4973.0,15,0,212000.0,1.25,54.0
3,2,806000.0,15.4,3.0,1.0,2.0,319.0,131.0,1970.0,-37.82275,145.1764,4973.0,15,0,268666.6666666667,1.5,54.0
3,0,840000.0,11.2,3.0,1.0,1.0,722.0,115.0,1960.0,-37.71433,144.90616,2651.0,24,2,280000.0,1.5,64.0
4,0,1071888.0,11.2,4.0,2.0,4.0,553.0,190.0,2001.0,-37.71328,144.90585,2651.0,24,2,267972.0,1.3333333333333333,23.0
2,1,790000.0,11.2,2.0,2.0,1.0,208.0,127.0,2010.0,-37.71679,144.90901,2651.0,24,2,395000.0,0.6666666666666666,14.0
3,1,820000.0,12.3,3.0,2.0,1.0,200.0,130.0,2013.0,-37.91017,145.11488,2547.0,21,5,273333.3333333333,1.0,11.0
3,0,1218500.0,15.5,3.0,1.0,2.0,673.0,101.0,1950.0,-37.91693,145.08739,3692.0,12,4,406166.6666666667,1.5,74.0
3,0,1110000.0,15.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,3692.0,12,4,370000.0,1.5,54.0
3,1,985000.0,11.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,3578.0,8,5,328333.3333333333,1.5,54.0
2,0,695000.0,11.4,2.0,1.0,1.0,126.0,75.45,1970.0,-37.90552,145.03087,3578.0,8,5,347500.0,1.0,54.0
3,0,940000.0,21.5,3.0,2.0,2.0,454.0,122.0,1950.0,-37.99443,145.0885,5087.0,12,4,313333.3333333333,1.0,74.0
4,0,1300000.0,21.5,4.0,2.0,2.0,597.0,150.0,1970.0,-37.99232,145.08469,5087.0,12,4,325000.0,1.3333333333333333,54.0
3,1,850000.0,1.8,3.0,1.0,1.0,2429.0,131.0,1970.0,-37.78033,144.95949,2309.0,18,2,283333.3333333333,1.5,54.0
2,2,900000.0,1.8,2.0,2.0,1.0,2431.0,131.0,1970.0,-37.78212,144.95755,2309.0,18,2,450000.0,0.6666666666666666,54.0
4,0,1260000.0,8.5,4.0,2.0,5.0,669.0,131.0,1970.0,-37.72775,144.93372,7485.0,24,2,315000.0,1.3333333333333333,54.0
3,1,800000.0,8.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7485.0,24,2,266666.6666666667,1.5,54.0
3,0,1199000.0,8.5,3.0,2.0,4.0,689.0,165.5,1950.0,-37.73072,144.94829,7485.0,24,2,399666.6666666667,1.0,74.0
5,0,720000.0,14.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,15542.0,30,6,144000.0,2.5,54.0
4,0,550000.0,14.7,4.0,2.0,2.0,464.0,131.0,1970.0,-37.90545,144.76077,15542.0,30,6,137500.0,1.3333333333333333,54.0
2,0,1355000.0,3.5,2.0,1.0,0.0,156.0,131.0,1970.0,-37.83343,144.94554,8648.0,18,5,677500.0,1.0,54.0
3,1,1388000.0,3.5,3.0,2.0,2.0,104.0,146.0,2015.0,-37.83165,144.94411,8648.0,18,5,462666.6666666667,1.0,9.0
1,0,964000.0,3.5,1.0,1.0,0.0,85.0,131.0,1970.0,-37.8371,144.93859,8648.0,18,5,964000.0,0.5,54.0
4,0,1805000.0,4.6,4.0,2.0,1.0,105.0,131.0,1970.0,-37.85102,144.99408,7717.0,27,5,451250.0,1.3333333333333333,54.0
3,1,1420000.0,4.6,3.0,2.0,2.0,187.0,131.0,1970.0,-37.84714,144.98927,7717.0,27,5,473333.3333333333,1.0,54.0
2,2,735000.0,4.6,2.0,1.0,1.0,0.0,131.0,1970.0,-37.85127,144.99434,7717.0,27,5,367500.0,1.0,54.0
1,2,440000.0,4.6,1.0,1.0,1.0,0.0,44.0,2015.0,-37.85012,144.99225,7717.0,27,5,440000.0,0.5,9.0
3,0,2200000.0,4.6,3.0,2.0,2.0,142.0,131.0,2000.0,-37.84961,145.01113,7717.0,27,5,733333.3333333334,1.0,24.0
4,0,2300000.0,4.6,4.0,2.0,2.0,291.0,263.5,1890.0,-37.84961,145.00248,7717.0,27,5,575000.0,1.3333333333333333,134.0
2,0,727000.0,8.4,2.0,1.0,0.0,504.0,131.0,1970.0,-37.7414,144.99951,14577.0,6,2,363500.0,1.0,54.0
2,0,674000.0,8.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,14577.0,6,2,337000.0,1.0,54.0
3,0,1017500.0,8.4,3.0,1.0,2.0,592.0,131.0,1970.0,-37.74356,144.99464,14577.0,6,2,339166.6666666667,1.5,54.0
2,0,1050000.0,8.4,2.0,1.0,1.0,688.0,131.0,1970.0,-37.74847,145.01193,14577.0,6,2,525000.0,1.0,54.0
4,0,840000.0,8.4,4.0,1.0,1.0,313.0,113.0,1950.0,-37.74955,145.00949,14577.0,6,2,210000.0,2.0,74.0
4,0,1145000.0,12.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,21650.0,6,2,286250.0,2.0,54.0
3,0,890000.0,12.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,21650.0,6,2,296666.6666666667,1.5,54.0
3,2,510000.0,12.0,3.0,1.0,1.0,178.0,100.0,2009.0,-37.70985,145.02073,21650.0,6,2,170000.0,1.5,15.0
4,0,930000.0,12.0,4.0,1.0,5.0,700.0,131.0,1970.0,-37.7115,145.02413,21650.0,6,2,232500.0,2.0,54.0
3,0,635000.0,12.0,3.0,2.0,2.0,247.0,131.0,1970.0,-37.70952,145.02824,21650.0,6,2,211666.66666666666,1.0,54.0
2,0,850000.0,12.0,2.0,1.0,2.0,494.0,131.0,1970.0,-37.72596,145.00113,21650.0,6,2,425000.0,1.0,54.0
3,0,780000.0,12.0,3.0,1.0,2.0,893.0,103.0,1940.0,-37.69964,145.00945,21650.0,6,2,260000.0,1.5,84.0
2,0,1172000.0,2.4,2.0,1.0,0.0,155.0,131.0,1970.0,-37.82418,145.00185,14949.0,31,2,586000.0,1.0,54.0
3,1,1255000.0,2.4,3.0,2.0,1.0,124.0,123.0,2008.0,-37.8147,145.00852,14949.0,31,2,418333.3333333333,1.0,16.0
2,0,1275000.0,2.4,2.0,1.0,1.0,110.0,72.0,1890.0,-37.82324,145.01331,14949.0,31,2,637500.0,1.0,134.0
1,2,433000.0,2.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,14949.0,31,2,433000.0,0.5,54.0
3,0,1120000.0,2.4,3.0,2.0,2.0,134.0,149.0,2007.0,-37.81186,144.99472,14949.0,31,2,373333.3333333333,1.0,17.0
2,2,645000.0,2.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,14949.0,31,2,322500.0,1.0,54.0
3,0,1190000.0,2.4,3.0,2.0,1.0,105.0,110.0,1997.0,-37.82146,145.00203,14949.0,31,2,396666.6666666667,1.0,27.0
1,2,534000.0,2.4,1.0,1.0,1.0,1347.0,131.0,2003.0,-37.81893,145.00631,14949.0,31,2,534000.0,0.5,21.0
3,0,1425000.0,2.4,3.0,3.0,3.0,81.0,81.0,2000.0,-37.82622,144.99879,14949.0,31,2,475000.0,0.75,24.0
2,2,650000.0,2.4,2.0,2.0,1.0,2226.0,131.0,2011.0,-37.813,144.99303,14949.0,31,2,325000.0,0.6666666666666666,13.0
2,2,475000.0,19.9,2.0,1.0,2.0,750.0,131.0,1975.0,-37.82214,145.23087,7785.0,17,0,237500.0,1.0,49.0
3,0,742000.0,19.9,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7785.0,17,0,247333.33333333334,1.5,54.0
3,0,800000.0,19.9,3.0,1.0,1.0,737.0,131.0,1970.0,-37.8021,145.23473,7785.0,17,0,266666.6666666667,1.5,54.0
4,0,1175000.0,21.3,4.0,2.0,1.0,842.0,135.0,1960.0,-37.81109,145.25738,4407.0,17,0,293750.0,1.3333333333333333,64.0
3,0,755000.0,19.9,3.0,2.0,2.0,306.0,127.0,1997.0,-37.80384,145.22562,3619.0,15,0,251666.66666666666,1.0,27.0
2,2,602000.0,19.9,2.0,1.0,1.0,209.0,131.0,1996.0,-37.79894,145.22697,3619.0,15,0,301000.0,1.0,28.0
4,0,1005800.0,23.5,4.0,2.0,2.0,502.0,320.0,2003.0,-37.92985,145.25184,11667.0,13,4,251450.0,1.3333333333333333,21.0
4,0,1275000.0,23.5,4.0,2.0,2.0,726.0,131.0,1970.0,-37.92502,145.23939,11667.0,13,4,318750.0,1.3333333333333333,54.0
3,2,760000.0,15.2,3.0,1.0,1.0,178.0,131.0,1970.0,-37.96224,145.01683,4497.0,1,5,253333.33333333334,1.5,54.0
3,0,782500.0,35.4,3.0,2.0,2.0,603.0,131.0,1970.0,-38.09088,145.12934,8077.0,7,4,260833.33333333334,1.0,54.0
4,0,1410000.0,11.0,4.0,1.0,2.0,521.0,131.0,1970.0,-37.86781,144.84275,852.0,10,6,352500.0,2.0,54.0
3,0,900000.0,5.1,3.0,1.0,0.0,194.0,131.0,1970.0,-37.8041,144.8916,2417.0,16,6,300000.0,1.5,54.0
1,2,322500.0,5.1,1.0,1.0,1.0,0.0,131.0,1970.0,-37.80504,144.88685,2417.0,16,6,322500.0,0.5,54.0
3,0,900000.0,5.1,3.0,1.0,1.0,252.0,120.0,1970.0,-37.80552,144.88889,2417.0,16,6,300000.0,1.5,54.0
4,0,555698.0,34.7,4.0,2.0,1.0,534.0,152.0,2002.0,-38.09083,145.20139,2756.0,7,4,138924.5,1.3333333333333333,22.0
3,2,1250000.0,1.9,3.0,2.0,3.0,0.0,113.0,2001.0,-37.83185,144.96817,5943.0,26,5,416666.6666666667,1.0,23.0
4,2,2920000.0,1.9,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5943.0,26,5,730000.0,2.0,54.0
1,0,407500.0,1.9,1.0,1.0,1.0,0.0,53.0,2000.0,-37.83087,144.96864,5943.0,26,5,407500.0,0.5,24.0
4,0,630500.0,20.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7969.0,29,2,157625.0,2.0,54.0
3,0,510000.0,20.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7969.0,29,2,170000.0,1.5,54.0
2,2,810000.0,2.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,14887.0,18,5,405000.0,1.0,54.0
2,1,1050000.0,2.7,2.0,1.0,1.0,0.0,131.0,1970.0,-37.83543,144.99907,14887.0,18,5,525000.0,1.0,54.0
2,2,771000.0,2.7,2.0,1.0,1.0,1272.0,131.0,1970.0,-37.84283,145.00015,14887.0,18,5,385500.0,1.0,54.0
2,2,642500.0,0.7,2.0,1.0,1.0,8888.0,77.0,1994.0,-37.82481,144.96669,8400.0,18,5,321250.0,1.0,30.0
1,2,422500.0,0.7,1.0,1.0,1.0,3878.0,131.0,2012.0,-37.82548,144.96648,8400.0,18,5,422500.0,0.5,12.0
3,1,460000.0,14.0,3.0,1.0,1.0,160.0,129.0,2000.0,-37.73915,144.80289,14042.0,3,6,153333.33333333334,1.5,24.0
3,0,610000.0,14.0,3.0,1.0,1.0,582.0,116.0,1960.0,-37.74538,144.79216,14042.0,3,6,203333.33333333334,1.5,64.0
3,0,621000.0,14.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,14042.0,3,6,207000.0,1.5,54.0
3,0,630000.0,14.0,3.0,1.0,2.0,524.0,131.0,1970.0,-37.75098,144.80331,14042.0,3,6,210000.0,1.5,54.0
3,2,500000.0,14.0,3.0,1.0,1.0,388.0,95.0,1992.0,-37.73163,144.80697,14042.0,3,6,166666.66666666666,1.5,32.0
2,2,615000.0,5.0,2.0,1.0,1.0,1123.0,84.0,1920.0,-37.86736,144.98391,13240.0,26,5,307500.0,1.0,104.0
3,0,1200000.0,8.2,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,3284.0,22,6,400000.0,1.5,54.0
3,0,455000.0,31.7,3.0,1.0,6.0,639.0,120.0,1990.0,-37.56291,144.72848,14092.0,11,6,151666.66666666666,1.5,34.0
4,2,660000.0,10.5,4.0,2.0,2.0,283.0,131.0,2007.0,-37.78579,144.83597,3755.0,3,6,165000.0,1.3333333333333333,17.0
3,0,810000.0,10.5,3.0,1.0,2.0,459.0,114.0,1970.0,-37.78519,144.83651,3755.0,3,6,270000.0,1.5,54.0
3,0,805000.0,10.5,3.0,1.0,2.0,631.0,115.0,1965.0,-37.78956,144.84526,3755.0,3,6,268333.3333333333,1.5,59.0
3,0,453000.0,10.5,3.0,1.0,1.0,305.0,131.0,2006.0,-37.78874,144.82399,6763.0,3,6,151000.0,1.5,18.0
2,2,807000.0,10.2,2.0,1.0,1.0,1501.0,84.0,1960.0,-37.81665,145.10043,5457.0,2,5,403500.0,1.0,64.0
3,0,1310000.0,10.2,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5457.0,2,5,436666.6666666667,1.5,54.0
3,2,780000.0,10.2,2.0,1.0,1.0,149.0,131.0,1970.0,-37.82971,145.09007,5457.0,2,5,260000.0,1.5,54.0
3,0,471000.0,18.0,3.0,2.0,1.0,338.0,114.0,2000.0,-37.705,144.75759,3640.0,3,6,157000.0,1.0,24.0
3,0,545000.0,18.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,10160.0,30,6,181666.66666666666,1.5,54.0
3,0,558000.0,18.0,3.0,2.0,2.0,431.0,431.0,2008.0,-37.7209,144.75053,4242.0,19,6,186000.0,1.0,16.0
5,0,780000.0,15.5,5.0,2.0,2.0,663.0,230.0,1996.0,-37.69496,144.79511,5336.0,3,6,156000.0,1.6666666666666667,28.0
3,0,780000.0,15.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5336.0,3,6,260000.0,1.5,54.0
4,0,715000.0,15.5,4.0,3.0,2.0,679.0,131.0,1970.0,-37.68903,144.77226,5336.0,3,6,178750.0,1.0,54.0
4,0,2000000.0,15.5,4.0,2.0,2.0,457.0,585.0,1970.0,-37.76951,145.16182,6202.0,15,0,500000.0,1.3333333333333333,54.0
4,0,1450000.0,15.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,6202.0,15,0,362500.0,2.0,54.0
3,0,1240000.0,12.4,3.0,2.0,1.0,673.0,150.0,1965.0,-37.75965,145.09937,5420.0,15,0,413333.3333333333,1.0,59.0
2,1,756000.0,7.0,2.0,1.0,1.0,0.0,103.0,2010.0,-37.75267,145.00362,8870.0,6,2,378000.0,1.0,14.0
3,1,750000.0,7.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,8870.0,6,2,250000.0,1.5,54.0
3,0,1100000.0,7.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,8870.0,6,2,366666.6666666667,1.5,54.0
2,1,700000.0,7.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,8870.0,6,2,350000.0,1.0,54.0
2,0,1205500.0,7.0,2.0,1.0,1.0,361.0,131.0,1970.0,-37.75309,144.98908,8870.0,6,2,602750.0,1.0,54.0
3,0,1031000.0,7.0,3.0,1.0,2.0,612.0,131.0,1950.0,-37.76063,145.02139,8870.0,6,2,343666.6666666667,1.5,74.0
3,0,2500000.0,4.1,3.0,2.0,2.0,440.0,131.0,1970.0,-37.833,145.01322,7217.0,27,5,833333.3333333334,1.0,54.0
5,0,1041000.0,17.2,5.0,3.0,2.0,724.0,131.0,1970.0,-37.83158,145.20186,4181.0,17,0,208200.0,1.25,54.0
4,0,1050000.0,17.2,4.0,2.0,2.0,651.0,187.0,1975.0,-37.84842,145.1816,4280.0,28,0,262500.0,1.3333333333333333,49.0
4,0,1208000.0,17.2,4.0,2.0,2.0,785.0,131.0,1970.0,-37.86343,145.18542,4280.0,28,0,302000.0,1.3333333333333333,54.0
3,0,940000.0,8.9,3.0,2.0,2.0,541.0,540.0,1960.0,-37.73136,145.09562,2698.0,0,0,313333.3333333333,1.0,64.0
4,0,2020000.0,14.7,4.0,2.0,2.0,1183.0,131.0,1970.0,-37.87104,145.23807,7082.0,13,0,505000.0,1.3333333333333333,54.0
3,0,835000.0,14.5,3.0,2.0,1.0,447.0,131.0,1997.0,-37.71627,145.08526,2329.0,0,2,278333.3333333333,1.0,27.0
3,0,1010000.0,14.5,3.0,1.0,2.0,700.0,131.0,1970.0,-37.70994,145.07997,2329.0,0,2,336666.6666666667,1.5,54.0
3,0,830000.0,14.5,3.0,1.0,2.0,696.0,131.0,1970.0,-37.70576,145.07788,2329.0,0,2,276666.6666666667,1.5,54.0
3,0,442000.0,14.7,3.0,1.0,1.0,575.0,131.0,1970.0,-37.88547,144.65529,16166.0,30,6,147333.33333333334,1.5,54.0
3,0,830000.0,14.7,3.0,2.0,2.0,1025.0,195.0,1970.0,-37.90188,144.65138,16166.0,30,6,276666.6666666667,1.0,54.0
3,0,700000.0,6.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5058.0,16,6,233333.33333333334,1.5,54.0
3,1,550000.0,16.5,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,2474.0,11,2,183333.33333333334,1.5,54.0
2,0,736500.0,16.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7392.0,21,4,368250.0,1.0,54.0
3,0,1400000.0,4.6,3.0,1.0,0.0,364.0,131.0,1970.0,-37.85538,145.00013,4380.0,26,5,466666.6666666667,1.5,54.0
1,2,447500.0,4.6,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,4380.0,26,5,447500.0,0.5,54.0
4,0,1000000.0,12.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,1369.0,0,2,250000.0,2.0,54.0
4,0,1035000.0,6.3,4.0,2.0,3.0,463.0,131.0,1970.0,-37.81869,144.8726,6543.0,16,6,258750.0,1.3333333333333333,54.0
3,0,855000.0,3.0,3.0,2.0,1.0,92.0,116.0,2004.0,-37.79683,144.99586,4019.0,31,2,285000.0,1.0,20.0
3,0,1210000.0,7.5,3.0,1.0,6.0,645.0,131.0,1970.0,-37.75418,144.89017,1543.0,22,6,403333.3333333333,1.5,54.0
3,2,737500.0,10.4,3.0,2.0,2.0,143.0,131.0,2012.0,-37.72967,144.88835,3464.0,22,6,245833.33333333334,1.0,12.0
4,0,1425000.0,10.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,3464.0,22,6,356250.0,2.0,54.0
3,0,905000.0,10.4,3.0,1.0,2.0,573.0,131.0,1965.0,-37.72908,144.88327,3464.0,22,6,301666.6666666667,1.5,59.0
3,0,526500.0,14.0,3.0,1.0,2.0,529.0,131.0,1970.0,-37.7438,144.77059,1899.0,3,6,175500.0,1.5,54.0
2,2,685000.0,3.0,2.0,1.0,0.0,324.0,58.0,1930.0,-37.84469,144.95578,3280.0,26,5,342500.0,1.0,94.0
3,0,1800000.0,3.0,3.0,1.0,1.0,130.0,131.0,1970.0,-37.842,144.95601,3280.0,26,5,600000.0,1.5,54.0
2,0,1515000.0,3.0,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,3280.0,26,5,757500.0,1.0,54.0
4,0,1800000.0,5.7,4.0,1.0,2.0,605.0,131.0,1970.0,-37.77474,145.03012,2211.0,6,2,450000.0,2.0,54.0
1,0,330000.0,5.7,1.0,1.0,1.0,60.0,40.0,1970.0,-37.78469,145.03239,2211.0,6,2,330000.0,0.5,54.0
3,0,1020000.0,11.0,3.0,1.0,2.0,570.0,131.0,1970.0,-37.87028,144.80749,5301.0,10,6,340000.0,1.5,54.0
3,0,1280000.0,11.0,3.0,1.0,1.0,798.0,131.0,1970.0,-37.86677,144.83722,5301.0,10,6,426666.6666666667,1.5,54.0
3,0,825000.0,9.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5132.0,10,6,275000.0,1.5,54.0
3,0,875000.0,9.4,3.0,1.0,4.0,563.0,131.0,1970.0,-37.83344,144.85586,5132.0,10,6,291666.6666666667,1.5,54.0
3,0,1010000.0,4.3,3.0,2.0,1.0,150.0,125.0,1990.0,-37.77639,144.91666,6567.0,22,6,336666.6666666667,1.0,34.0
3,2,819000.0,4.3,3.0,2.0,1.0,166.0,131.0,1970.0,-37.7719,144.91565,6567.0,22,6,273000.0,1.0,54.0
3,0,990000.0,4.3,3.0,1.0,0.0,196.0,102.0,1900.0,-37.77552,144.92022,6567.0,22,6,330000.0,1.5,124.0
3,1,1200000.0,4.3,3.0,2.0,2.0,198.0,131.0,1970.0,-37.7771,144.92793,6567.0,22,6,400000.0,1.0,54.0
3,0,1375000.0,4.3,3.0,1.0,2.0,483.0,131.0,1970.0,-37.7777,144.92512,6567.0,22,6,458333.3333333333,1.5,54.0
3,0,1100000.0,4.3,3.0,2.0,2.0,239.0,131.0,1970.0,-37.77263,144.92045,6567.0,22,6,366666.6666666667,1.0,54.0
3,0,1850000.0,10.2,3.0,2.0,2.0,720.0,131.0,1970.0,-37.86286,145.09228,3052.0,2,5,616666.6666666666,1.0,54.0
4,0,1425000.0,10.2,4.0,1.0,2.0,778.0,131.0,1970.0,-37.86301,145.11159,2894.0,21,5,356250.0,2.0,54.0
4,0,773000.0,9.5,4.0,2.0,2.0,344.0,235.0,2004.0,-37.75861,144.86687,4502.0,22,6,193250.0,1.3333333333333333,20.0
3,0,1475000.0,6.4,3.0,2.0,1.0,147.0,131.0,1970.0,-37.86997,144.9908,2952.0,26,5,491666.6666666667,1.0,54.0
5,0,2180000.0,7.9,5.0,3.0,2.0,646.0,35.0,1970.0,-37.81369,145.09486,5682.0,2,5,436000.0,1.25,54.0
3,0,1280000.0,7.9,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5682.0,2,5,426666.6666666667,1.5,54.0
2,0,1231000.0,7.9,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5682.0,2,5,615500.0,1.0,54.0
2,0,1500000.0,9.7,2.0,1.0,1.0,943.0,131.0,1970.0,-37.79219,145.10214,7809.0,2,5,750000.0,1.0,54.0
2,2,682000.0,9.7,2.0,1.0,1.0,140.0,131.0,1970.0,-37.79334,145.10025,7809.0,2,5,341000.0,1.0,54.0
2,0,1453000.0,9.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7809.0,2,5,726500.0,1.0,54.0
4,0,1863000.0,9.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7809.0,2,5,465750.0,2.0,54.0
4,0,1700000.0,9.7,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,7809.0,2,5,425000.0,2.0,54.0
4,0,1030000.0,23.2,4.0,2.0,2.0,1094.0,197.0,1970.0,-37.85757,145.2615,5030.0,13,0,257500.0,1.3333333333333333,54.0
3,2,700000.0,23.2,3.0,2.0,2.0,535.0,131.0,1970.0,-37.82481,145.26519,3598.0,17,0,233333.33333333334,1.0,54.0
4,0,675000.0,39.8,4.0,2.0,2.0,1031.0,161.0,1960.0,-38.00224,145.41081,973.0,4,1,168750.0,1.3333333333333333,64.0
2,1,945000.0,17.3,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5366.0,1,5,472500.0,1.0,54.0
5,0,1900000.0,11.4,5.0,1.0,2.0,644.0,131.0,1970.0,-37.91753,145.03907,6795.0,8,5,380000.0,2.5,54.0
3,1,1303000.0,13.8,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,10969.0,8,5,434333.3333333333,1.5,54.0
3,0,1410000.0,13.8,3.0,2.0,3.0,722.0,736.0,1970.0,-37.93179,145.06957,10969.0,8,5,470000.0,1.0,54.0
3,1,817000.0,13.8,3.0,1.0,2.0,332.0,131.0,1970.0,-37.93462,145.06562,10969.0,8,5,272333.3333333333,1.5,54.0
4,0,1815000.0,13.8,4.0,3.0,2.0,933.0,107.0,1960.0,-37.91954,145.07637,10969.0,8,5,453750.0,1.0,64.0
3,0,1225000.0,13.8,3.0,1.0,2.0,580.0,129.0,1950.0,-37.90984,145.08001,10969.0,8,5,408333.3333333333,1.5,74.0
4,1,1430000.0,13.8,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,10969.0,8,5,357500.0,2.0,54.0
3,0,690000.0,35.2,3.0,2.0,2.0,703.0,153.0,1980.0,-38.03062,145.35951,17093.0,5,1,230000.0,1.0,44.0
3,0,880000.0,13.4,3.0,1.0,1.0,335.0,110.0,1960.0,-37.82876,145.13809,5713.0,28,0,293333.3333333333,1.5,64.0
4,0,1562000.0,13.4,4.0,2.0,1.0,592.0,131.0,1970.0,-37.81175,145.14214,5713.0,28,0,390500.0,1.3333333333333333,54.0
3,1,1300000.0,13.4,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,5713.0,28,0,433333.3333333333,1.5,54.0
3,0,1530000.0,13.4,3.0,1.0,2.0,785.0,131.0,1970.0,-37.81321,145.14635,5713.0,28,0,510000.0,1.5,54.0
3,0,1264000.0,13.4,3.0,1.0,2.0,579.0,126.0,1960.0,-37.83831,145.13985,4387.0,28,0,421333.3333333333,1.5,64.0
6,0,2150500.0,10.9,6.0,3.0,3.0,786.0,131.0,1970.0,-37.82616,145.12748,4605.0,28,0,358416.6666666667,1.5,54.0
3,0,1755000.0,10.9,3.0,1.0,2.0,504.0,131.0,1970.0,-37.79812,145.00238,4605.0,28,0,585000.0,1.5,54.0
3,0,810000.0,8.6,3.0,1.0,2.0,649.0,131.0,1970.0,-37.78261,144.84954,3589.0,16,6,270000.0,1.5,54.0
